6.670854164316263990e+00,1.020606473538705394e+01,8.203996509437910589e+00,-3.749877300191499785e-01,3.750000000000000555e-01,-7.500000000000002220e-01,-6.967279209009952234e-02,-5.789135029865996040e-01
6.582928479194799287e+00,1.007154294670020711e+01,8.296149831047056722e+00,-3.749877300191499785e-01,3.750000000000000555e-01,-7.500000000000002220e-01,-6.967279209009952234e-02,-5.789135029865996040e-01
6.669059590906772250e+00,1.020331913011094827e+01,8.210655999830963836e+00,-3.749877300191499785e-01,3.750000000000000555e-01,-7.500000000000002220e-01,-6.967279209009952234e-02,-5.789135029865996040e-01
5.667928943210164938e+00,8.671640585311161331e+00,9.270168038095865981e+00,-3.749877300191499785e-01,3.750000000000000555e-01,-7.500000000000002220e-01,-6.967279209009952234e-02,-5.789135029865996040e-01
6.569112206023146605e+00,1.005040475735918371e+01,8.313658874197413340e+00,-3.749877300191499785e-01,3.750000000000000555e-01,-7.500000000000002220e-01,-6.967279209009952234e-02,-5.789135029865996040e-01
5.933015225204115950e+00,9.077209000967064512e+00,8.982997385944329949e+00,-3.749877300191499785e-01,3.750000000000000555e-01,-7.500000000000002220e-01,-6.967279209009952234e-02,-5.789135029865996040e-01
5.545959373623053246e+00,8.485033399440991886e+00,9.396383384719239729e+00,-3.749877300191499785e-01,3.750000000000000555e-01,-7.500000000000002220e-01,-6.967279209009952234e-02,-5.789135029865996040e-01
6.843176519769907706e+00,1.046970910112991326e+01,8.031318462267702074e+00,-3.749877300191499785e-01,3.750000000000000555e-01,-7.500000000000002220e-01,-6.967279209009952234e-02,-5.789135029865996040e-01
5.904098838616675948e+00,9.032968412557327298e+00,8.938437374287865111e+00,-3.749877300191499785e-01,3.750000000000000555e-01,-7.500000000000002220e-01,-6.967279209009952234e-02,-5.789135029865996040e-01
6.721968477953304877e+00,1.028426701369124352e+01,8.146785839030661336e+00,-3.749877300191499785e-01,3.750000000000000555e-01,-7.500000000000002220e-01,-6.967279209009952234e-02,-5.789135029865996040e-01
5.828437823873660051e+00,8.917210940516797635e+00,9.046483315055896313e+00,-3.749877300191499785e-01,3.750000000000000555e-01,-7.500000000000002220e-01,-6.967279209009952234e-02,-5.789135029865996040e-01
6.077920860665070535e+00,9.298907191274972561e+00,8.807475414559156945e+00,-3.749877300191499785e-01,3.750000000000000555e-01,-7.500000000000002220e-01,-6.967279209009952234e-02,-5.789135029865996040e-01
6.730029615447674196e+00,1.029660014061650131e+01,8.142183353389993883e+00,-3.749877300191499785e-01,3.750000000000000555e-01,-7.500000000000002220e-01,-6.967279209009952234e-02,-5.789135029865996040e-01
